@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric

@data
1398,'2018/11/21 07:52:34:707',6,46.609169,2.42766,802,1262,0.23
1399,'2018/11/21 07:52:34:723',6,46.605259,2.429779,802,1262,0.23
1400,'2018/11/21 07:52:34:741',6,46.602478,2.428101,802,1262,0.23
1401,'2018/11/21 07:52:34:757',6,46.603916,2.429743,802,1262,0.23
1402,'2018/11/21 07:52:34:773',6,46.602215,2.429431,802,1262,0.23
1403,'2018/11/21 07:52:34:790',6,46.599525,2.432841,802,1262,0.23
1404,'2018/11/21 07:52:34:807',6,46.594135,2.429955,802,1262,0.23
1405,'2018/11/21 07:52:34:823',6,46.593002,2.429638,802,1262,0.23
1406,'2018/11/21 07:52:34:841',6,46.5891,2.42528,802,1262,0.23
1407,'2018/11/21 07:52:34:860',6,46.585472,2.422051,802,1262,0.23
1408,'2018/11/21 07:52:34:873',6,46.572338,2.423308,802,1262,0.23
1409,'2018/11/21 07:52:34:893',6,46.570663,2.420768,802,1262,0.23
1410,'2018/11/21 07:52:34:909',6,46.554619,2.424897,802,1262,0.23
1411,'2018/11/21 07:52:34:923',6,46.549545,2.428983,802,1262,0.23
1412,'2018/11/21 07:52:34:941',6,46.53933,2.429146,802,1262,0.23
1413,'2018/11/21 07:52:34:956',6,46.533535,2.430607,802,1262,0.23
1414,'2018/11/21 07:52:34:974',6,46.536339,2.43465,802,1262,0.23
1415,'2018/11/21 07:52:34:991',6,46.540337,2.439025,802,1262,0.23
1416,'2018/11/21 07:52:35:009',6,46.548077,2.43846,802,1262,0.23
1417,'2018/11/21 07:52:35:022',6,46.548904,2.440409,802,1262,0.23
1418,'2018/11/21 07:52:35:043',6,46.561554,2.432131,802,1262,0.23
1419,'2018/11/21 07:52:35:060',6,46.563438,2.432818,802,1262,0.23
1420,'2018/11/21 07:52:35:074',6,46.580276,2.434134,802,1262,0.23
1421,'2018/11/21 07:52:35:093',6,46.592133,2.431748,802,1262,0.23
1422,'2018/11/21 07:52:35:109',6,46.605366,2.437097,802,1262,0.23
1423,'2018/11/21 07:52:35:124',6,46.612434,2.436798,802,1262,0.23
1424,'2018/11/21 07:52:35:140',6,46.613266,2.436575,802,1262,0.23
1425,'2018/11/21 07:52:35:156',6,46.602146,2.430125,802,1262,0.23
1426,'2018/11/21 07:52:35:173',6,46.600433,2.429292,802,1262,0.23
1427,'2018/11/21 07:52:35:191',6,46.573936,2.421437,802,1262,0.23
1428,'2018/11/21 07:52:35:209',6,46.56456,2.41812,802,1262,0.23
1429,'2018/11/21 07:52:35:223',6,46.531052,2.407099,802,1262,0.23
1430,'2018/11/21 07:52:35:241',6,46.516987,2.413119,802,1262,0.23
1431,'2018/11/21 07:52:38:189',7,65.546745,1.588053,802,1262,0.48
1432,'2018/11/21 07:52:38:206',7,65.571732,1.61772,802,1262,0.48
1433,'2018/11/21 07:52:38:222',7,65.606194,1.687238,802,1262,0.48
1434,'2018/11/21 07:52:38:239',7,65.632057,1.72232,802,1262,0.48
1435,'2018/11/21 07:52:38:256',7,65.647659,1.72709,802,1262,0.48
1436,'2018/11/21 07:52:38:272',7,65.651657,1.725598,802,1262,0.48
1437,'2018/11/21 07:52:38:289',7,65.647316,1.702486,802,1262,0.48
1438,'2018/11/21 07:52:38:306',7,65.625679,1.683847,802,1262,0.48
1439,'2018/11/21 07:52:38:322',7,65.604607,1.672777,802,1262,0.48
1440,'2018/11/21 07:52:38:339',7,65.592369,1.685666,802,1262,0.48
1441,'2018/11/21 07:52:38:356',7,65.572952,1.683961,802,1262,0.48
1442,'2018/11/21 07:52:38:372',7,65.56662,1.685567,802,1262,0.48
1443,'2018/11/21 07:52:38:390',7,65.568893,1.656922,802,1262,0.48
1444,'2018/11/21 07:52:38:407',7,65.584641,1.643964,802,1262,0.48
1445,'2018/11/21 07:52:38:422',7,65.597038,1.630772,802,1262,0.48
1446,'2018/11/21 07:52:38:440',7,65.617294,1.629269,802,1262,0.48
1447,'2018/11/21 07:52:38:455',7,65.617577,1.628797,802,1262,0.48
1448,'2018/11/21 07:52:38:474',7,65.599792,1.614069,802,1262,0.48
1449,'2018/11/21 07:52:38:489',7,65.598167,1.608805,802,1262,0.48
1450,'2018/11/21 07:52:38:507',7,65.567146,1.600023,802,1262,0.48
1451,'2018/11/21 07:52:38:523',7,65.557358,1.602481,802,1262,0.48
1452,'2018/11/21 07:52:38:540',7,65.534164,1.589769,802,1262,0.48
1453,'2018/11/21 07:52:38:558',7,65.521248,1.58501,802,1262,0.48
1454,'2018/11/21 07:52:38:573',7,65.521118,1.576088,802,1262,0.48
1455,'2018/11/21 07:52:38:590',7,65.532425,1.572499,802,1262,0.48
1456,'2018/11/21 07:52:38:606',7,65.553749,1.570988,802,1262,0.48
1457,'2018/11/21 07:52:38:623',7,65.553696,1.56752,802,1262,0.48
1458,'2018/11/21 07:52:38:639',7,65.566338,1.564875,802,1262,0.48
1459,'2018/11/21 07:52:38:659',7,65.597046,1.559189,802,1262,0.48
1460,'2018/11/21 07:52:38:674',7,65.617867,1.552292,802,1262,0.48
1461,'2018/11/21 07:52:38:690',7,65.637138,1.547115,802,1262,0.48
1462,'2018/11/21 07:52:38:709',7,65.657379,1.544072,802,1262,0.48
1463,'2018/11/21 07:52:38:724',7,65.667328,1.548882,802,1262,0.48
1464,'2018/11/21 07:52:38:740',7,65.662628,1.566558,802,1262,0.48
1465,'2018/11/21 07:52:38:756',7,65.672745,1.560609,802,1262,0.48
1466,'2018/11/21 07:52:38:773',7,65.673782,1.560015,802,1262,0.48
1467,'2018/11/21 07:52:38:792',7,65.693535,1.556621,802,1262,0.48
1468,'2018/11/21 07:52:38:807',7,65.696281,1.555723,802,1262,0.48
1469,'2018/11/21 07:52:38:824',7,65.715248,1.553043,802,1262,0.48
1470,'2018/11/21 07:52:38:840',7,65.72168,1.574377,802,1262,0.48
1471,'2018/11/21 07:52:38:856',7,65.749458,1.603455,802,1262,0.48
1472,'2018/11/21 07:52:38:874',7,65.755508,1.590027,802,1262,0.48
1473,'2018/11/21 07:52:38:890',7,65.749153,1.576234,802,1262,0.48
1474,'2018/11/21 07:52:38:905',7,65.710991,1.588399,802,1262,0.48
1475,'2018/11/21 07:52:38:924',7,65.701828,1.589753,802,1262,0.48
1476,'2018/11/21 07:52:38:942',7,65.623665,1.576424,802,1262,0.48
1477,'2018/11/21 07:52:41:756',8,97.77977,-17.210001,802,1262,0.71
1478,'2018/11/21 07:52:41:774',8,97.794708,-17.204882,802,1262,0.71
1479,'2018/11/21 07:52:41:790',8,97.814438,-17.170128,802,1262,0.71
1480,'2018/11/21 07:52:41:807',8,97.843697,-17.138987,802,1262,0.71
1481,'2018/11/21 07:52:41:825',8,97.854546,-17.128498,802,1262,0.71
1482,'2018/11/21 07:52:41:840',8,97.865372,-17.129301,802,1262,0.71
1483,'2018/11/21 07:52:41:858',8,97.875793,-17.124916,802,1262,0.71
1484,'2018/11/21 07:52:41:875',8,97.883018,-17.180355,802,1262,0.71
1485,'2018/11/21 07:52:41:889',8,97.883324,-17.091005,802,1262,0.71
1486,'2018/11/21 07:52:41:906',8,97.848228,-17.056854,802,1262,0.71
1487,'2018/11/21 07:52:41:923',8,97.838135,-17.045515,802,1262,0.71
1488,'2018/11/21 07:52:41:941',8,97.816635,-17.095068,802,1262,0.71
1489,'2018/11/21 07:52:41:959',8,97.810623,-17.12676,802,1262,0.71
1490,'2018/11/21 07:52:41:974',8,97.81311,-17.133749,802,1262,0.71
1491,'2018/11/21 07:52:41:993',8,97.834503,-17.074366,802,1262,0.71
1492,'2018/11/21 07:52:42:008',8,97.841034,-17.018379,802,1262,0.71
1493,'2018/11/21 07:52:42:023',8,97.893867,-16.95738,802,1262,0.71
1494,'2018/11/21 07:52:42:041',8,97.922157,-16.934368,802,1262,0.71
1495,'2018/11/21 07:52:42:058',8,97.968224,-16.88954,802,1262,0.71
1496,'2018/11/21 07:52:42:073',8,97.97303,-16.897305,802,1262,0.71
1497,'2018/11/21 07:52:42:090',8,97.998291,-16.863762,802,1262,0.71
1498,'2018/11/21 07:52:42:107',8,98.016747,-16.797251,802,1262,0.71
1499,'2018/11/21 07:52:42:125',8,98.065155,-16.716015,802,1262,0.71
1500,'2018/11/21 07:52:42:141',8,98.084145,-16.697609,802,1262,0.71
1501,'2018/11/21 07:52:42:160',8,98.092636,-16.708326,802,1262,0.71
1502,'2018/11/21 07:52:42:175',8,98.097061,-16.707613,802,1262,0.71
1503,'2018/11/21 07:52:42:191',8,98.095009,-16.760078,802,1262,0.71
1504,'2018/11/21 07:52:42:209',8,98.096718,-16.775257,802,1262,0.71
1505,'2018/11/21 07:52:42:224',8,98.109283,-16.771156,802,1262,0.71
1506,'2018/11/21 07:52:42:240',8,98.128502,-16.761395,802,1262,0.71
1507,'2018/11/21 07:52:42:258',8,98.153664,-16.7682,802,1262,0.71
1508,'2018/11/21 07:52:42:278',8,98.159637,-16.782612,802,1262,0.71
1509,'2018/11/21 07:52:42:291',8,98.221985,-16.79142,802,1262,0.71
1510,'2018/11/21 07:52:42:307',8,98.268486,-16.77425,802,1262,0.71
1511,'2018/11/21 07:52:42:322',8,98.309509,-16.751053,802,1262,0.71
1512,'2018/11/21 07:52:42:339',8,98.366692,-16.705652,802,1262,0.71
1513,'2018/11/21 07:52:42:357',8,98.438866,-16.572857,802,1262,0.71
1514,'2018/11/21 07:52:42:375',8,98.457153,-16.5502,802,1262,0.71
1515,'2018/11/21 07:52:42:389',8,98.521729,-16.414541,802,1262,0.71
1516,'2018/11/21 07:52:42:406',8,98.558723,-16.359207,802,1262,0.71
1517,'2018/11/21 07:52:42:424',8,98.585289,-16.344944,802,1262,0.71
1518,'2018/11/21 07:52:42:441',8,98.605827,-16.355385,802,1262,0.71
1519,'2018/11/21 07:52:42:456',8,98.620186,-16.37064,802,1262,0.71
1520,'2018/11/21 07:52:42:475',8,98.627594,-16.404474,802,1262,0.71
1521,'2018/11/21 07:52:46:039',9,122.17646,10.618104,802,1262,1
1522,'2018/11/21 07:52:46:059',9,122.188347,10.623016,802,1262,1
1523,'2018/11/21 07:52:46:076',9,122.22184,10.645775,802,1262,1
1524,'2018/11/21 07:52:46:090',9,122.26593,10.679751,802,1262,1
1525,'2018/11/21 07:52:46:107',9,122.313652,10.691154,802,1262,1
1526,'2018/11/21 07:52:46:124',9,122.325928,10.693169,802,1262,1
1527,'2018/11/21 07:52:46:139',9,122.372856,10.701444,802,1262,1
1528,'2018/11/21 07:52:46:159',9,122.438316,10.713002,802,1262,1
1529,'2018/11/21 07:52:46:175',9,122.501625,10.724639,802,1262,1
1530,'2018/11/21 07:52:46:190',9,122.557472,10.728745,802,1262,1
1531,'2018/11/21 07:52:46:206',9,122.612862,10.702744,802,1262,1
1532,'2018/11/21 07:52:46:224',9,122.65078,10.670579,802,1262,1
1533,'2018/11/21 07:52:46:240',9,122.68605,10.609277,802,1262,1
1534,'2018/11/21 07:52:46:257',9,122.739998,10.497445,802,1262,1
1535,'2018/11/21 07:52:46:274',9,122.768501,10.487901,802,1262,1
1536,'2018/11/21 07:52:46:292',9,122.834198,10.397098,802,1262,1
1537,'2018/11/21 07:52:46:307',9,122.88858,10.350598,802,1262,1
1538,'2018/11/21 07:52:46:325',9,122.942505,10.320569,802,1262,1
1539,'2018/11/21 07:52:46:341',9,123.001389,10.280832,802,1262,1
1540,'2018/11/21 07:52:46:357',9,123.023415,10.266959,802,1262,1
1541,'2018/11/21 07:52:46:372',9,123.051277,10.168647,802,1262,1
1542,'2018/11/21 07:52:46:392',9,123.056679,10.151425,802,1262,1
1543,'2018/11/21 07:52:46:408',9,123.068237,9.995943,802,1262,1
1544,'2018/11/21 07:52:46:426',9,123.086205,9.936234,802,1262,1
1545,'2018/11/21 07:52:46:440',9,123.092468,9.914426,802,1262,1
1546,'2018/11/21 07:52:46:459',9,123.127823,9.759479,802,1262,1
1547,'2018/11/21 07:52:46:475',9,123.131081,9.723877,802,1262,1
1548,'2018/11/21 07:52:46:489',9,123.16597,9.578209,802,1262,1
1549,'2018/11/21 07:52:46:507',9,123.170906,9.546281,802,1262,1
1550,'2018/11/21 07:52:46:526',9,123.160629,9.433389,802,1262,1
1551,'2018/11/21 07:52:46:541',9,123.154861,9.414811,802,1262,1
1552,'2018/11/21 07:52:46:558',9,123.155365,9.360593,802,1262,1
1553,'2018/11/21 07:52:46:576',9,123.167953,9.316383,802,1262,1
1554,'2018/11/21 07:52:46:589',9,123.172722,9.307589,802,1262,1
1555,'2018/11/21 07:52:46:605',9,123.197037,9.295855,802,1262,1
1556,'2018/11/21 07:52:46:624',9,123.207565,9.293019,802,1262,1
1557,'2018/11/21 07:52:46:640',9,123.21312,9.275167,802,1262,1
1558,'2018/11/21 07:52:46:656',9,123.233658,9.184296,802,1262,1
