@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2156,'2018/11/20 12:52:02:882',22,6.955613,2.633305,361,279,?,?,?,?,?
2157,'2018/11/20 12:52:02:882',22,6.967371,2.632611,361,282,?,?,?,?,?
2158,'2018/11/20 12:52:02:882',22,7.001891,2.663647,361,283,?,?,?,?,?
2159,'2018/11/20 12:52:02:892',22,7.015255,2.681113,361,283,?,?,?,?,?
2160,'2018/11/20 12:52:02:909',22,7.03006,2.721833,361,283,?,?,?,?,?
2161,'2018/11/20 12:52:02:925',22,7.037435,2.734571,361,283,?,?,?,?,?
2162,'2018/11/20 12:52:03:049',22,7.029178,2.727169,361,283,?,?,?,?,?
2163,'2018/11/20 12:52:03:049',22,7.003319,2.695058,361,283,?,?,?,?,?
2164,'2018/11/20 12:52:03:049',22,6.96754,2.662056,361,283,?,?,?,?,?
2165,'2018/11/20 12:52:03:049',22,6.92592,2.63934,361,283,?,?,?,?,?
2166,'2018/11/20 12:52:03:050',22,6.909348,2.629316,361,283,?,?,?,?,?
2167,'2018/11/20 12:52:03:053',22,6.897965,2.622489,361,283,?,?,?,?,?
2168,'2018/11/20 12:52:03:053',22,6.898394,2.619757,361,284,?,?,?,?,?
2169,'2018/11/20 12:52:03:061',22,6.932542,2.624089,361,284,?,?,?,?,?
2170,'2018/11/20 12:52:03:077',22,6.948092,2.627338,361,284,?,?,?,?,?
2171,'2018/11/20 12:52:03:219',22,6.976532,2.634683,361,284,?,?,?,?,?
2172,'2018/11/20 12:52:03:219',22,6.988736,2.655567,361,284,?,?,?,?,?
2173,'2018/11/20 12:52:03:220',22,7.002175,2.671162,361,284,?,?,?,?,?
2174,'2018/11/20 12:52:03:220',22,7.013678,2.687931,361,284,?,?,?,?,?
2175,'2018/11/20 12:52:03:220',22,7.014697,2.702107,361,284,?,?,?,?,?
2176,'2018/11/20 12:52:03:220',22,7.003582,2.710349,361,284,?,?,?,?,?
2177,'2018/11/20 12:52:03:221',22,6.991116,2.717004,361,284,?,?,?,?,?
2178,'2018/11/20 12:52:03:222',22,6.892485,2.663546,361,284,?,?,?,?,?
2179,'2018/11/20 12:52:03:233',22,6.867929,2.642303,361,284,?,?,?,?,?
2180,'2018/11/20 12:52:03:242',22,6.84271,2.625739,361,284,?,?,?,?,?
2181,'2018/11/20 12:52:03:259',22,6.812304,2.59473,361,284,?,?,?,?,?
2182,'2018/11/20 12:52:03:389',22,6.830373,2.597463,361,284,?,?,?,?,?
2183,'2018/11/20 12:52:03:390',22,6.920645,2.621846,361,284,?,?,?,?,?
2184,'2018/11/20 12:52:03:390',22,6.953346,2.635046,361,284,?,?,?,?,?
2185,'2018/11/20 12:52:03:390',22,6.991101,2.657476,361,284,?,?,?,?,?
2186,'2018/11/20 12:52:03:412',22,7.025558,2.697432,361,284,?,?,?,?,?
2187,'2018/11/20 12:52:03:415',22,7.021193,2.703534,361,284,?,?,?,?,?
2188,'2018/11/20 12:52:03:422',22,7.00628,2.713417,361,284,?,?,?,?,?
2189,'2018/11/20 12:52:03:423',22,6.967932,2.71406,361,284,?,?,?,?,?
2190,'2018/11/20 12:52:03:426',22,6.94911,2.710139,361,284,?,?,?,?,?
2191,'2018/11/20 12:52:03:429',22,6.927839,2.703579,361,284,?,?,?,?,?
2192,'2018/11/20 12:52:03:442',22,6.893034,2.688239,361,284,?,?,?,?,?
2193,'2018/11/20 12:52:03:560',22,6.879854,2.679759,361,284,?,?,?,?,?
2194,'2018/11/20 12:52:03:560',22,6.831581,2.632173,361,284,?,?,?,?,?
2195,'2018/11/20 12:52:03:561',22,6.819504,2.605294,361,284,?,?,?,?,?
2196,'2018/11/20 12:52:03:561',22,6.820044,2.582662,361,284,?,?,?,?,?
2197,'2018/11/20 12:52:03:562',22,6.827782,2.553386,361,284,?,?,?,?,?
2198,'2018/11/20 12:52:03:562',22,6.865183,2.563305,361,284,?,?,?,?,?
2199,'2018/11/20 12:52:03:610',22,6.94484,2.624195,361,284,?,?,?,?,?
2200,'2018/11/20 12:52:03:615',22,6.964448,2.637181,361,284,?,?,?,?,?
2201,'2018/11/20 12:52:03:730',22,6.990306,2.65899,361,284,?,?,?,?,?
2202,'2018/11/20 12:52:03:731',22,7.042714,2.710481,361,284,?,?,?,?,?
2203,'2018/11/20 12:52:03:731',22,7.064758,2.737481,361,284,?,?,?,?,?
2204,'2018/11/20 12:52:03:732',22,7.088294,2.758787,361,284,?,?,?,?,?
2205,'2018/11/20 12:52:03:732',22,7.114053,2.775965,361,284,?,?,?,?,?
2206,'2018/11/20 12:52:03:732',22,7.103402,2.767425,361,284,?,?,?,?,?
2207,'2018/11/20 12:52:03:732',22,7.063078,2.741308,361,284,?,?,?,?,?
2208,'2018/11/20 12:52:03:732',22,6.993927,2.70121,361,284,?,?,?,?,?
2209,'2018/11/20 12:52:03:732',22,6.949825,2.668278,361,284,?,?,?,?,?
2210,'2018/11/20 12:52:03:747',22,6.908308,2.640158,361,284,?,?,?,?,?
2211,'2018/11/20 12:52:03:765',22,6.894239,2.628619,361,284,?,?,?,?,?
2212,'2018/11/20 12:52:03:779',22,6.897624,2.629137,361,284,?,?,?,?,?
2213,'2018/11/20 12:52:03:900',22,6.917118,2.638416,361,284,?,?,?,?,?
2214,'2018/11/20 12:52:03:901',22,6.943067,2.660964,361,284,?,?,?,?,?
2215,'2018/11/20 12:52:03:901',22,6.965741,2.684561,361,284,?,?,?,?,?
2216,'2018/11/20 12:52:03:901',22,6.976637,2.694107,361,284,?,?,?,?,?
2217,'2018/11/20 12:52:03:901',22,6.975427,2.692115,361,284,?,?,?,?,?
2218,'2018/11/20 12:52:04:246',22,6.963502,2.68284,361,284,?,?,?,?,?
2219,'2018/11/20 12:52:04:247',22,6.939685,2.669263,361,284,?,?,?,?,?
2220,'2018/11/20 12:52:04:250',22,6.928698,2.659538,361,284,?,?,?,?,?
2221,'2018/11/20 12:52:04:251',22,6.914472,2.657073,361,284,?,?,?,?,?
2222,'2018/11/20 12:52:04:252',22,6.912702,2.665639,361,284,?,?,?,?,?
2223,'2018/11/20 12:52:04:253',22,6.92298,2.687488,361,284,?,?,?,?,?
2224,'2018/11/20 12:52:04:254',22,6.936458,2.699891,361,284,?,?,?,?,?
2225,'2018/11/20 12:52:04:254',22,6.985164,2.722969,361,284,?,?,?,?,?
2226,'2018/11/20 12:52:04:279',22,7.011168,2.747148,361,284,?,?,?,?,?
2227,'2018/11/20 12:52:04:280',22,7.032609,2.765536,361,284,?,?,?,?,?
2228,'2018/11/20 12:52:04:282',22,7.017354,2.768668,361,284,?,?,?,?,?
2229,'2018/11/20 12:52:04:282',22,6.942432,2.72636,361,284,?,?,?,?,?
2230,'2018/11/20 12:52:04:284',22,6.895315,2.67096,361,284,?,?,?,?,?
2231,'2018/11/20 12:52:04:284',22,6.876081,2.620328,361,284,?,?,?,?,?
2232,'2018/11/20 12:52:04:284',22,6.886786,2.596406,361,284,?,?,?,?,?
2233,'2018/11/20 12:52:04:285',22,6.908156,2.58534,361,284,?,?,?,?,?
2234,'2018/11/20 12:52:04:286',22,6.941048,2.590983,361,284,?,?,?,?,?
2235,'2018/11/20 12:52:04:286',22,6.949547,2.603822,361,284,?,?,?,?,?
2236,'2018/11/20 12:52:04:286',22,6.964686,2.630314,361,284,?,?,?,?,?
2237,'2018/11/20 12:52:04:286',22,6.958782,2.633488,361,284,?,?,?,?,?
2238,'2018/11/20 12:52:04:286',22,6.969793,2.619667,389,328,?,?,?,?,?
2239,'2018/11/20 12:52:04:286',22,6.975637,2.607475,389,328,?,?,?,?,?
2240,'2018/11/20 12:52:04:286',22,6.975775,2.589041,389,328,?,?,?,?,?
2241,'2018/11/20 12:52:04:286',22,6.967183,2.578978,389,328,?,?,?,?,?
2242,'2018/11/20 12:52:04:411',22,6.961331,2.576016,389,328,?,?,?,?,?
2243,'2018/11/20 12:52:04:411',22,6.955481,2.590934,389,328,?,?,?,?,?
2244,'2018/11/20 12:52:04:411',22,6.958704,2.611474,389,328,?,?,?,?,?
2245,'2018/11/20 12:52:04:411',22,6.978206,2.62351,389,328,?,?,?,?,?
2246,'2018/11/20 12:52:04:411',22,6.987153,2.630083,389,328,?,?,?,?,?
2247,'2018/11/20 12:52:04:411',22,7.010203,2.62436,389,328,?,?,?,?,?
2248,'2018/11/20 12:52:04:411',22,7.015113,2.619191,389,328,?,?,?,?,?
2249,'2018/11/20 12:52:04:422',22,7.025847,2.593172,389,328,?,?,?,?,?
2250,'2018/11/20 12:52:04:456',22,7.025463,2.580239,389,328,?,?,?,?,?
2251,'2018/11/20 12:52:04:456',22,7.00585,2.546209,389,328,?,?,?,?,?
2252,'2018/11/20 12:52:04:459',22,6.986283,2.518339,389,328,?,?,?,?,?
2253,'2018/11/20 12:52:04:580',22,6.972734,2.51413,389,328,?,?,?,?,?
2254,'2018/11/20 12:52:04:581',22,6.983924,2.53425,389,328,?,?,?,?,?
2255,'2018/11/20 12:52:04:581',22,6.988535,2.536242,389,328,?,?,?,?,?
2256,'2018/11/20 12:52:04:581',22,7.017657,2.557447,389,328,?,?,?,?,?
2257,'2018/11/20 12:52:04:581',22,7.023604,2.561387,389,328,?,?,?,?,?
2258,'2018/11/20 12:52:04:581',22,7.047239,2.585777,389,328,?,?,?,?,?
2259,'2018/11/20 12:52:04:586',22,7.053002,2.59529,389,328,?,?,?,?,?
2260,'2018/11/20 12:52:04:599',22,7.067196,2.623842,389,328,?,?,?,?,?
2261,'2018/11/20 12:52:04:618',22,7.084616,2.646354,389,328,?,?,?,?,?
2262,'2018/11/20 12:52:04:630',22,7.092219,2.669219,389,328,?,?,?,?,?
2263,'2018/11/20 12:52:04:749',22,7.091351,2.728205,389,328,?,?,?,?,?
2264,'2018/11/20 12:52:04:749',22,7.093497,2.749911,389,328,?,?,?,?,?
2265,'2018/11/20 12:52:06:309',22,7.08877,2.776299,0,0,?,?,?,?,?
2266,'2018/11/20 12:52:06:309',22,7.17688,1.437985,0,0,?,?,?,?,?
2267,'2018/11/20 12:52:06:309',22,7.184113,1.386444,0,0,?,?,?,?,?
2268,'2018/11/20 12:52:06:310',22,7.196841,1.336315,0,0,?,?,?,?,?
2269,'2018/11/20 12:52:06:310',22,7.206092,1.330794,0,0,?,?,?,?,?
2270,'2018/11/20 12:52:06:310',22,7.206092,1.330794,0,0,?,?,?,?,?
2271,'2018/11/20 12:52:06:310',22,7.225166,1.342224,0,0,?,?,?,?,?
2272,'2018/11/20 12:52:06:310',22,7.287197,1.38489,0,0,?,?,?,?,?
2273,'2018/11/20 12:52:06:310',22,7.355595,1.690425,0,0,?,?,?,?,?
2274,'2018/11/20 12:52:06:310',22,7.488626,1.990251,0,0,?,?,?,?,?
2275,'2018/11/20 12:52:06:312',22,7.561784,2.217765,0,0,?,?,?,?,?
2276,'2018/11/20 12:52:06:313',22,7.570302,2.231662,0,0,?,?,?,?,?
2277,'2018/11/20 12:52:06:313',22,7.566409,2.232003,0,0,?,?,?,?,?
2278,'2018/11/20 12:52:06:313',22,7.482047,2.39213,0,0,?,?,?,?,?
2279,'2018/11/20 12:52:06:313',22,7.368212,2.400234,0,0,?,?,?,?,?
2280,'2018/11/20 12:52:06:313',22,7.291158,2.370083,0,0,?,?,?,?,?
2281,'2018/11/20 12:52:06:313',22,7.201436,2.284851,0,0,?,?,?,?,?
2282,'2018/11/20 12:52:06:313',22,7.174226,2.256056,0,0,?,?,?,?,?
2283,'2018/11/20 12:52:06:313',22,7.182403,2.25642,0,0,?,?,?,?,?
2284,'2018/11/20 12:52:06:313',22,7.206636,2.274991,0,0,?,?,?,?,?
2285,'2018/11/20 12:52:06:313',22,7.215086,2.287484,0,0,?,?,?,?,?
2286,'2018/11/20 12:52:06:314',22,7.228228,2.287896,0,0,?,?,?,?,?
2287,'2018/11/20 12:52:06:314',22,7.228014,2.289623,0,0,?,?,?,?,?
2288,'2018/11/20 12:52:06:314',22,7.21637,2.285617,0,0,?,?,?,?,?
2289,'2018/11/20 12:52:06:314',22,7.200739,2.316332,0,0,?,?,?,?,?
2290,'2018/11/20 12:52:06:314',22,7.202293,2.341939,0,0,?,?,?,?,?
2291,'2018/11/20 12:52:06:314',22,7.206541,2.357703,0,0,?,?,?,?,?
2292,'2018/11/20 12:52:06:316',22,7.22791,2.393598,0,0,?,?,?,?,?
2293,'2018/11/20 12:54:29:701',23,10.353754,7.297649,80,799,?,?,?,?,?
2294,'2018/11/20 12:54:29:709',23,10.350647,7.284349,80,799,?,?,?,?,?
2295,'2018/11/20 12:54:29:725',23,10.382773,7.243395,80,799,?,?,?,?,?
2296,'2018/11/20 12:54:29:743',23,10.391361,7.230287,80,799,?,?,?,?,?
2297,'2018/11/20 12:54:29:759',23,10.404716,7.221294,80,799,?,?,?,?,?
2298,'2018/11/20 12:54:29:778',23,10.395337,7.206509,80,799,?,?,?,?,?
2299,'2018/11/20 12:54:29:795',23,10.38748,7.199317,80,799,?,?,?,?,?
2300,'2018/11/20 12:54:29:809',23,10.389074,7.201801,80,799,?,?,?,?,?
2301,'2018/11/20 12:54:29:825',23,10.385402,7.221678,80,799,?,?,?,?,?
2302,'2018/11/20 12:54:29:844',23,10.361259,7.228583,80,799,?,?,?,?,?
2303,'2018/11/20 12:54:29:861',23,10.355483,7.233541,80,799,?,?,?,?,?
2304,'2018/11/20 12:54:29:877',23,10.382418,7.229446,80,799,?,?,?,?,?
2305,'2018/11/20 12:54:29:894',23,10.414931,7.225802,80,799,?,?,?,?,?
2306,'2018/11/20 12:54:29:911',23,10.440945,7.220032,80,799,?,?,?,?,?
2307,'2018/11/20 12:54:29:928',23,10.453503,7.213458,80,799,?,?,?,?,?
2308,'2018/11/20 12:54:29:942',23,10.466147,7.213638,80,799,?,?,?,?,?
2309,'2018/11/20 12:54:29:960',23,10.491194,7.215333,80,799,?,?,?,?,?
2310,'2018/11/20 12:54:29:978',23,10.525582,7.182983,80,799,?,?,?,?,?
2311,'2018/11/20 12:54:29:994',23,10.53108,7.139021,80,799,?,?,?,?,?
2312,'2018/11/20 12:54:30:011',23,10.522731,7.116418,80,799,?,?,?,?,?
2313,'2018/11/20 12:54:30:026',23,10.493128,7.106026,80,799,?,?,?,?,?
2314,'2018/11/20 12:54:30:045',23,10.455855,7.110172,80,799,?,?,?,?,?
2315,'2018/11/20 12:54:30:060',23,10.43536,7.110701,80,799,?,?,?,?,?
2316,'2018/11/20 12:54:30:077',23,10.395124,7.112494,80,799,?,?,?,?,?
2317,'2018/11/20 12:54:30:094',23,10.387768,7.127514,80,799,?,?,?,?,?
2318,'2018/11/20 12:54:30:109',23,10.388863,7.140132,80,799,?,?,?,?,?
2319,'2018/11/20 12:54:30:126',23,10.385272,7.153598,80,799,?,?,?,?,?
2320,'2018/11/20 12:54:30:142',23,10.401567,7.152046,80,799,?,?,?,?,?
2321,'2018/11/20 12:54:30:160',23,10.419465,7.151767,80,799,?,?,?,?,?
2322,'2018/11/20 12:54:30:179',23,10.468158,7.138834,80,799,?,?,?,?,?
2323,'2018/11/20 12:54:30:194',23,10.473601,7.124292,80,799,?,?,?,?,?
2324,'2018/11/20 12:54:30:210',23,10.48117,7.113635,80,799,?,?,?,?,?
2325,'2018/11/20 12:54:30:240',23,10.488903,7.119337,80,799,?,?,?,?,?
2326,'2018/11/20 12:54:30:264',23,10.502568,7.121974,80,799,?,?,?,?,?
2327,'2018/11/20 12:54:30:265',23,10.504968,7.125406,80,799,?,?,?,?,?
2328,'2018/11/20 12:54:30:277',23,10.474016,7.124671,80,799,?,?,?,?,?
2329,'2018/11/20 12:54:30:293',23,10.42992,7.103031,80,799,?,?,?,?,?
2330,'2018/11/20 12:54:30:310',23,10.417097,7.096799,80,799,?,?,?,?,?
2331,'2018/11/20 12:54:30:328',23,10.386473,7.047741,80,799,?,?,?,?,?
2332,'2018/11/20 12:54:30:345',23,10.38095,7.032493,80,799,?,?,?,?,?
2333,'2018/11/20 12:54:30:361',23,10.397432,6.971692,80,799,?,?,?,?,?
2334,'2018/11/20 12:54:30:377',23,10.40616,6.955804,80,799,?,?,?,?,?
2335,'2018/11/20 12:54:30:393',23,10.429173,6.912788,80,799,?,?,?,?,?
2336,'2018/11/20 12:54:30:409',23,10.428038,6.894448,80,799,?,?,?,?,?
2337,'2018/11/20 12:54:30:426',23,10.410832,6.879879,80,799,?,?,?,?,?
2338,'2018/11/20 12:54:30:445',23,10.430163,6.855368,80,799,?,?,?,?,?
2339,'2018/11/20 12:54:30:458',23,10.433415,6.853027,80,799,?,?,?,?,?
2340,'2018/11/20 12:54:30:476',23,10.443279,6.841832,80,799,?,?,?,?,?
2341,'2018/11/20 12:54:30:497',23,10.437929,6.830385,80,799,?,?,?,?,?
2342,'2018/11/20 12:54:30:508',23,10.432551,6.816128,80,799,?,?,?,?,?
2343,'2018/11/20 12:54:30:528',23,10.434454,6.810932,80,799,?,?,?,?,?
2344,'2018/11/20 12:54:30:541',23,10.412025,6.799143,80,799,?,?,?,?,?
2345,'2018/11/20 12:54:30:559',23,10.382556,6.7882,80,799,?,?,?,?,?
2346,'2018/11/20 12:54:30:575',23,10.352115,6.75679,80,799,?,?,?,?,?
2347,'2018/11/20 12:54:30:592',23,10.34254,6.737142,80,799,?,?,?,?,?
2348,'2018/11/20 12:54:30:608',23,10.341669,6.73024,80,799,?,?,?,?,?
2349,'2018/11/20 12:54:30:625',23,10.334265,6.702375,80,799,?,?,?,?,?
2350,'2018/11/20 12:54:30:644',23,10.325291,6.668668,80,799,?,?,?,?,?
2351,'2018/11/20 12:54:30:658',23,10.323303,6.653408,80,799,?,?,?,?,?
2352,'2018/11/20 12:54:30:675',23,10.320793,6.614671,80,799,?,?,?,?,?
2353,'2018/11/20 12:54:30:692',23,10.319754,6.604571,80,799,?,?,?,?,?
2354,'2018/11/20 12:54:30:710',23,10.304279,6.595476,80,799,?,?,?,?,?
2355,'2018/11/20 12:54:30:726',23,10.294007,6.591228,80,799,?,?,?,?,?
2356,'2018/11/20 12:54:30:742',23,10.294831,6.609784,80,799,?,?,?,?,?
2357,'2018/11/20 12:54:30:758',23,10.295703,6.618125,80,799,?,?,?,?,?
2358,'2018/11/20 12:54:30:775',23,10.300995,6.638609,80,799,?,?,?,?,?
2359,'2018/11/20 12:54:30:793',23,10.302475,6.649724,80,799,?,?,?,?,?
2360,'2018/11/20 12:54:30:808',23,10.314376,6.663531,80,799,?,?,?,?,?
2361,'2018/11/20 12:54:30:825',23,10.327792,6.668943,80,799,?,?,?,?,?
2362,'2018/11/20 12:54:30:842',23,10.334347,6.667791,80,799,?,?,?,?,?
2363,'2018/11/20 12:54:30:860',23,10.314657,6.665096,80,799,?,?,?,?,?
2364,'2018/11/20 12:54:30:876',23,10.278183,6.658513,80,799,?,?,?,?,?
2365,'2018/11/20 12:54:30:892',23,10.249795,6.655351,80,799,?,?,?,?,?
2366,'2018/11/20 12:54:30:911',23,10.236552,6.659306,80,799,?,?,?,?,?
2367,'2018/11/20 12:54:30:925',23,10.225754,6.647058,80,799,?,?,?,?,?
2368,'2018/11/20 12:54:30:949',23,10.223675,6.629883,80,799,?,?,?,?,?
2369,'2018/11/20 12:54:30:960',23,10.235682,6.577673,80,799,?,?,?,?,?
2370,'2018/11/20 12:54:30:975',23,10.212338,6.549368,80,799,?,?,?,?,?
2371,'2018/11/20 12:54:30:992',23,10.205619,6.542786,80,799,?,?,?,?,?
2372,'2018/11/20 12:54:31:008',23,10.131465,6.553574,80,799,?,?,?,?,?
2373,'2018/11/20 12:54:31:027',23,10.115174,6.56162,72,639,?,?,?,?,?
2374,'2018/11/20 12:54:31:045',23,10.050717,6.560275,78,639,?,?,?,?,?
2375,'2018/11/20 12:54:31:062',23,10.048361,6.543262,86,639,?,?,?,?,?
2376,'2018/11/20 12:54:31:076',23,10.062009,6.526334,95,639,?,?,?,?,?
2377,'2018/11/20 12:54:31:092',23,10.08007,6.525642,104,639,?,?,?,?,?
2378,'2018/11/20 12:54:31:109',23,10.116193,6.531926,115,639,?,?,?,?,?
2379,'2018/11/20 12:54:31:127',23,10.109745,6.540624,125,639,?,?,?,?,?
2380,'2018/11/20 12:54:31:143',23,10.093857,6.54926,136,639,?,?,?,?,?
2381,'2018/11/20 12:54:31:161',23,10.086114,6.557248,148,639,?,?,?,?,?
2382,'2018/11/20 12:54:31:178',23,10.099082,6.564019,161,639,?,?,?,?,?
2383,'2018/11/20 12:54:31:194',23,10.150782,6.5615,173,639,?,?,?,?,?
2384,'2018/11/20 12:54:31:210',23,10.155784,6.556534,186,639,?,?,?,?,?
2385,'2018/11/20 12:54:31:227',23,10.153295,6.529406,198,639,?,?,?,?,?
2386,'2018/11/20 12:54:31:242',23,10.148548,6.522307,209,639,?,?,?,?,?
2387,'2018/11/20 12:54:31:259',23,10.149893,6.517739,218,639,?,?,?,?,?
2388,'2018/11/20 12:54:31:278',23,10.151934,6.509546,225,639,?,?,?,?,?
2389,'2018/11/20 12:54:31:293',23,10.153893,6.50246,229,639,?,?,?,?,?
2390,'2018/11/20 12:54:31:309',23,10.156051,6.5008,231,639,?,?,?,?,?
2391,'2018/11/20 12:54:31:325',23,10.150299,6.502522,231,639,?,?,?,?,?
2392,'2018/11/20 12:54:31:346',23,10.14461,6.482405,231,639,?,?,?,?,?
2393,'2018/11/20 12:54:31:360',23,10.143876,6.446411,228,639,?,?,?,?,?
2394,'2018/11/20 12:54:31:377',23,10.129832,6.419375,217,639,?,?,?,?,?
2395,'2018/11/20 12:54:31:393',23,10.12044,6.410642,207,639,?,?,?,?,?
2396,'2018/11/20 12:54:31:410',23,10.075381,6.354209,194,639,?,?,?,?,?
2397,'2018/11/20 12:54:31:428',23,10.049788,6.32356,179,639,?,?,?,?,?
2398,'2018/11/20 12:54:31:443',23,10.024666,6.274276,165,642,?,?,?,?,?
2399,'2018/11/20 12:54:31:461',23,9.986785,6.206463,149,644,?,?,?,?,?
2400,'2018/11/20 12:54:31:477',23,9.949042,6.133851,135,648,?,?,?,?,?
2401,'2018/11/20 12:54:31:493',23,9.945412,6.119263,120,651,?,?,?,?,?
2402,'2018/11/20 12:54:31:510',23,9.942364,6.067492,104,654,?,?,?,?,?
2403,'2018/11/20 12:54:31:527',23,9.946518,6.035489,89,656,?,?,?,?,?
2404,'2018/11/20 12:54:31:543',23,9.958668,6.022789,74,658,?,?,?,?,?
2405,'2018/11/20 12:54:31:560',23,9.961002,6.023056,63,658,?,?,?,?,?
2406,'2018/11/20 12:54:31:575',23,9.960316,6.022788,54,660,?,?,?,?,?
2407,'2018/11/20 12:54:31:594',23,9.947292,6.010808,48,661,?,?,?,?,?
2408,'2018/11/20 12:54:31:609',23,9.925851,5.990212,46,662,?,?,?,?,?
2409,'2018/11/20 12:54:31:625',23,9.918494,5.979825,46,662,?,?,?,?,?
2410,'2018/11/20 12:54:31:644',23,9.918624,5.962027,46,662,?,?,?,?,?
2411,'2018/11/20 12:54:31:662',23,9.935827,5.979167,46,662,?,?,?,?,?
2412,'2018/11/20 12:54:31:680',23,9.933082,6.03319,47,663,?,?,?,?,?
2413,'2018/11/20 12:54:31:694',23,9.939224,6.049598,52,664,?,?,?,?,?
2414,'2018/11/20 12:54:31:712',23,9.952044,6.138461,62,664,?,?,?,?,?
2415,'2018/11/20 12:54:31:729',23,9.97724,6.196689,73,664,?,?,?,?,?
2416,'2018/11/20 12:54:31:744',23,9.985601,6.217287,86,664,?,?,?,?,?
2417,'2018/11/20 12:54:31:762',23,9.985888,6.229657,100,664,?,?,?,?,?
2418,'2018/11/20 12:54:31:778',23,9.967358,6.239348,115,666,?,?,?,?,?
2419,'2018/11/20 12:54:31:796',23,9.954786,6.239057,130,668,?,?,?,?,?
2420,'2018/11/20 12:54:31:812',23,9.954601,6.22652,148,669,?,?,?,?,?
2421,'2018/11/20 12:54:31:827',23,9.967924,6.21526,179,669,?,?,?,?,?
2422,'2018/11/20 12:54:31:845',23,9.968067,6.208546,179,669,?,?,?,?,?
2423,'2018/11/20 12:54:31:862',23,9.971719,6.206332,193,668,?,?,?,?,?
2424,'2018/11/20 12:54:31:880',23,9.968072,6.202046,205,668,?,?,?,?,?
2425,'2018/11/20 12:54:31:895',23,9.975235,6.187129,216,667,?,?,?,?,?
2426,'2018/11/20 12:54:31:912',23,9.979454,6.180085,227,666,?,?,?,?,?
2427,'2018/11/20 12:54:31:927',23,9.99193,6.178485,234,665,?,?,?,?,?
2428,'2018/11/20 12:54:31:946',23,10.021346,6.180799,239,665,?,?,?,?,?
2429,'2018/11/20 12:54:31:962',23,10.048294,6.184465,240,665,?,?,?,?,?
2430,'2018/11/20 12:54:31:975',23,10.049336,6.176713,241,664,?,?,?,?,?
2431,'2018/11/20 12:54:31:991',23,9.999742,6.08978,241,664,?,?,?,?,?
2432,'2018/11/20 12:54:32:009',23,9.965921,6.05939,241,664,?,?,?,?,?
2433,'2018/11/20 12:54:32:027',23,9.960422,6.062726,241,664,?,?,?,?,?
2434,'2018/11/20 12:54:32:043',23,9.913008,6.034235,235,663,?,?,?,?,?
2435,'2018/11/20 12:54:32:060',23,9.874413,5.99451,224,663,?,?,?,?,?
2436,'2018/11/20 12:54:32:077',23,9.846998,5.951555,213,663,?,?,?,?,?
2437,'2018/11/20 12:54:32:094',23,9.811575,5.882333,200,663,?,?,?,?,?
2438,'2018/11/20 12:54:32:110',23,9.80276,5.822662,185,663,?,?,?,?,?
2439,'2018/11/20 12:54:32:126',23,9.801964,5.826056,167,663,?,?,?,?,?
2440,'2018/11/20 12:54:32:144',23,9.794262,5.816802,152,663,?,?,?,?,?
2441,'2018/11/20 12:54:32:162',23,9.79484,5.837556,137,663,?,?,?,?,?
2442,'2018/11/20 12:54:32:179',23,9.811768,5.865157,122,662,?,?,?,?,?
2443,'2018/11/20 12:54:32:195',23,9.883625,5.924315,108,662,?,?,?,?,?
2444,'2018/11/20 12:54:32:213',23,9.908794,5.952447,99,662,?,?,?,?,?
2445,'2018/11/20 12:54:32:230',23,9.922359,5.973383,91,661,?,?,?,?,?
2446,'2018/11/20 12:54:32:244',23,9.927282,5.983033,87,662,?,?,?,?,?
2447,'2018/11/20 12:54:32:260',23,9.929468,5.995723,86,662,?,?,?,?,?
2448,'2018/11/20 12:54:32:277',23,9.917828,6.003092,86,662,?,?,?,?,?
2449,'2018/11/20 12:54:32:295',23,9.913199,5.98545,86,662,?,?,?,?,?
2450,'2018/11/20 12:54:32:310',23,9.91877,5.972929,86,662,?,?,?,?,?
2451,'2018/11/20 12:54:32:329',23,9.946287,5.98368,87,662,?,?,?,?,?
2452,'2018/11/20 12:54:32:347',23,9.976209,6.017829,92,662,?,?,?,?,?
2453,'2018/11/20 12:54:32:363',23,9.995459,6.067086,97,662,?,?,?,?,?
2454,'2018/11/20 12:54:32:379',23,9.993381,6.108107,101,662,?,?,?,?,?
2455,'2018/11/20 12:54:32:394',23,9.932836,6.132577,106,662,?,?,?,?,?
2456,'2018/11/20 12:54:32:412',23,9.912239,6.124299,112,662,?,?,?,?,?
2457,'2018/11/20 12:54:32:426',23,9.916901,6.129568,119,662,?,?,?,?,?
2458,'2018/11/20 12:54:32:445',23,9.927656,6.132651,126,662,?,?,?,?,?
2459,'2018/11/20 12:54:32:460',23,9.962151,6.154929,134,662,?,?,?,?,?
2460,'2018/11/20 12:54:32:476',23,9.988265,6.175065,142,663,?,?,?,?,?
2461,'2018/11/20 12:54:32:493',23,9.992673,6.180713,149,663,?,?,?,?,?
